LOB-RiskID,Program,Tranche,FileName,Program ID,Allocation method,Spend USD 2020,Spend USD 2021,Spend USD 2022,Spend USD 2023,Spend USD 2024,Spend USD 2025,Spend USD 2026
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Outdoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.0113529322355195,0.0113529322355195,0.0113529322355195,0.0113529322355195,0.0113529322355195,0.0113529322355195,0.0113529322355195
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Outdoor - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.02499466483888884,0.02499466483888884,0.02499466483888884,0.02499466483888884,0.02499466483888884,0.02499466483888884,0.02499466483888884
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Indoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.0005545988622346371,0.0005545988622346371,0.0005545988622346371,0.0005545988622346371,0.0005545988622346371,0.0005545988622346371,0.0005545988622346371
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Indoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.001558765992678171,0.001558765992678171,0.001558765992678171,0.001558765992678171,0.001558765992678171,0.001558765992678171,0.001558765992678171
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Indoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.003706826990243551,0.003706826990243551,0.003706826990243551,0.003706826990243551,0.003706826990243551,0.003706826990243551,0.003706826990243551
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Indoor - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.003612458234634317,0.003612458234634317,0.003612458234634317,0.003612458234634317,0.003612458234634317,0.003612458234634317,0.003612458234634317
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Outdoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.01419395682224665,0.01419395682224665,0.01419395682224665,0.01419395682224665,0.01419395682224665,0.01419395682224665,0.01419395682224665
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Outdoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.05169267832284054,0.05169267832284054,0.05169267832284054,0.05169267832284054,0.05169267832284054,0.05169267832284054,0.05169267832284054
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Outdoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.1207669535278882,0.1207669535278882,0.1207669535278882,0.1207669535278882,0.1207669535278882,0.1207669535278882,0.1207669535278882
GO-LOCDM,Improve Reliability/System Dependability - Cut-Off Idle Gas Services,Riser - Outdoor - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C006,% of Total Cost (specify to the right),0.2469137612472339,0.2469137612472339,0.2469137612472339,0.2469137612472339,0.2469137612472339,0.2469137612472339,0.2469137612472339
GO-LOCDM,Improve ReM/R/V,Main - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.01619670612764493,0.01619670612764493,0.01619670612764493,0.01619670612764493,0.01619670612764493,0.01619670612764493,0.01619670612764493
GO-LOCDM,Improve ReM/R/V,Main - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.01130264598759199,0.01130264598759199,0.01130264598759199,0.01130264598759199,0.01130264598759199,0.01130264598759199,0.01130264598759199
GO-LOCDM,Improve ReM/R/V,Main - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.1313326645839623,0.1313326645839623,0.1313326645839623,0.1313326645839623,0.1313326645839623,0.1313326645839623,0.1313326645839623
GO-LOCDM,Improve ReM/R/V,Main - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.1433364696779162,0.1433364696779162,0.1433364696779162,0.1433364696779162,0.1433364696779162,0.1433364696779162,0.1433364696779162
GO-LOCDM,Improve ReM/R/V,Main - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.04158856192703043,0.04158856192703043,0.04158856192703043,0.04158856192703043,0.04158856192703043,0.04158856192703043,0.04158856192703043
GO-LOCDM,Improve ReM/R/V,Main - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.05866333760582133,0.05866333760582133,0.05866333760582133,0.05866333760582133,0.05866333760582133,0.05866333760582133,0.05866333760582133
GO-LOCDM,Improve ReM/R/V,Service - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.03995733635364496,0.03995733635364496,0.03995733635364496,0.03995733635364496,0.03995733635364496,0.03995733635364496,0.03995733635364496
GO-LOCDM,Improve ReM/R/V,Service - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.04147448907387719,0.04147448907387719,0.04147448907387719,0.04147448907387719,0.04147448907387719,0.04147448907387719,0.04147448907387719
GO-LOCDM,Improve ReM/R/V,Service - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.1112066593417596,0.1112066593417596,0.1112066593417596,0.1112066593417596,0.1112066593417596,0.1112066593417596,0.1112066593417596
GO-LOCDM,Improve ReM/R/V,Service - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.1532967517301885,0.1532967517301885,0.1532967517301885,0.1532967517301885,0.1532967517301885,0.1532967517301885,0.1532967517301885
GO-LOCDM,Improve ReM/R/V,Service - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.09338701394130056,0.09338701394130056,0.09338701394130056,0.09338701394130056,0.09338701394130056,0.09338701394130056,0.09338701394130056
GO-LOCDM,Improve ReM/R/V,Service - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.1301932108340838,0.1301932108340838,0.1301932108340838,0.1301932108340838,0.1301932108340838,0.1301932108340838,0.1301932108340838
GO-LOCDM,Improve ReM/R/V,Riser - Indoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.0001281047245763142,0.0001281047245763142,0.0001281047245763142,0.0001281047245763142,0.0001281047245763142,0.0001281047245763142,0.0001281047245763142
GO-LOCDM,Improve ReM/R/V,Riser - Indoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.0002248879302788955,0.0002248879302788955,0.0002248879302788955,0.0002248879302788955,0.0002248879302788955,0.0002248879302788955,0.0002248879302788955
GO-LOCDM,Improve ReM/R/V,Riser - Indoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.0002279510540255002,0.0002279510540255002,0.0002279510540255002,0.0002279510540255002,0.0002279510540255002,0.0002279510540255002,0.0002279510540255002
GO-LOCDM,Improve ReM/R/V,Riser - Outdoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.001862364857073015,0.001862364857073015,0.001862364857073015,0.001862364857073015,0.001862364857073015,0.001862364857073015,0.001862364857073015
GO-LOCDM,Improve ReM/R/V,Riser - Outdoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.005264431155714019,0.005264431155714019,0.005264431155714019,0.005264431155714019,0.005264431155714019,0.005264431155714019,0.005264431155714019
GO-LOCDM,Improve ReM/R/V,Riser - Outdoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.004494422245440762,0.004494422245440762,0.004494422245440762,0.004494422245440762,0.004494422245440762,0.004494422245440762,0.004494422245440762
GO-LOCDM,Improve ReM/R/V,Riser - Indoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),7.692323436896099e-05,7.692323436896099e-05,7.692323436896099e-05,7.692323436896099e-05,7.692323436896099e-05,7.692323436896099e-05,7.692323436896099e-05
GO-LOCDM,Improve ReM/R/V,Riser - Indoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.0002162018892321853,0.0002162018892321853,0.0002162018892321853,0.0002162018892321853,0.0002162018892321853,0.0002162018892321853,0.0002162018892321853
GO-LOCDM,Improve ReM/R/V,Riser - Indoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.0001914955671821059,0.0001914955671821059,0.0001914955671821059,0.0001914955671821059,0.0001914955671821059,0.0001914955671821059,0.0001914955671821059
GO-LOCDM,Improve ReM/R/V,Riser - Outdoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.001968711336444573,0.001968711336444573,0.001968711336444573,0.001968711336444573,0.001968711336444573,0.001968711336444573,0.001968711336444573
GO-LOCDM,Improve ReM/R/V,Riser - Outdoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.007169809173003441,0.007169809173003441,0.007169809173003441,0.007169809173003441,0.007169809173003441,0.007169809173003441,0.007169809173003441
GO-LOCDM,Improve ReM/R/V,Riser - Outdoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C007,% of Total Cost (specify to the right),0.006238849647838165,0.006238849647838165,0.006238849647838165,0.006238849647838165,0.006238849647838165,0.006238849647838165,0.006238849647838165
GO-LOCDM,Major Event - Distribution Gas,Main - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.009241313264742942,0.009241313264742942,0.009241313264742942,0.009241313264742942,0.009241313264742942
GO-LOCDM,Major Event - Distribution Gas,Main - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.00644892186526416,0.00644892186526416,0.00644892186526416,0.00644892186526416,0.00644892186526416
GO-LOCDM,Major Event - Distribution Gas,Main - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.07493414313681085,0.07493414313681085,0.07493414313681085,0.07493414313681085,0.07493414313681085
GO-LOCDM,Major Event - Distribution Gas,Main - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.08178312356331899,0.08178312356331899,0.08178312356331899,0.08178312356331899,0.08178312356331899
GO-LOCDM,Major Event - Distribution Gas,Main - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.023729079602294,0.023729079602294,0.023729079602294,0.023729079602294,0.023729079602294
GO-LOCDM,Major Event - Distribution Gas,Main - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.03347139076910557,0.03347139076910557,0.03347139076910557,0.03347139076910557,0.03347139076910557
GO-LOCDM,Major Event - Distribution Gas,Main - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.05721124181873951,0.05721124181873951,0.05721124181873951,0.05721124181873951,0.05721124181873951
GO-LOCDM,Major Event - Distribution Gas,Main - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.08912087900682723,0.08912087900682723,0.08912087900682723,0.08912087900682723,0.08912087900682723
GO-LOCDM,Major Event - Distribution Gas,Service - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.02279835539143823,0.02279835539143823,0.02279835539143823,0.02279835539143823,0.02279835539143823
GO-LOCDM,Major Event - Distribution Gas,Service - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.02366399334570058,0.02366399334570058,0.02366399334570058,0.02366399334570058,0.02366399334570058
GO-LOCDM,Major Event - Distribution Gas,Service - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.06345089970785214,0.06345089970785214,0.06345089970785214,0.06345089970785214,0.06345089970785214
GO-LOCDM,Major Event - Distribution Gas,Service - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.0874661362650892,0.0874661362650892,0.0874661362650892,0.0874661362650892,0.0874661362650892
GO-LOCDM,Major Event - Distribution Gas,Service - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.05328359012561533,0.05328359012561533,0.05328359012561533,0.05328359012561533,0.05328359012561533
GO-LOCDM,Major Event - Distribution Gas,Service - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.07428400791979035,0.07428400791979035,0.07428400791979035,0.07428400791979035,0.07428400791979035
GO-LOCDM,Major Event - Distribution Gas,Service - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.1171817925133254,0.1171817925133254,0.1171817925133254,0.1171817925133254,0.1171817925133254
GO-LOCDM,Major Event - Distribution Gas,Service - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,0.1526453069635612,0.1526453069635612,0.1526453069635612,0.1526453069635612,0.1526453069635612
GO-LOCDM,Major Event - Distribution Gas,Riser - Indoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C008,% of Total Cost (specify to the right),,,7.309238564764099e-05,7.309238564764099e-05,7.309238564764099e-05,7.309238564764099e-05,7.309238564764099e-05
